GC_spacer,GC_target,GC_target_5p_context,GC_target_PAM_distal,GC_target_PAM_proximal,GC_target_PAM,GC_target_3p_context,Tm_spacer,Tm_target,Tm_target_5p_context,Tm_target_PAM_distal,Tm_target_PAM_proximal,Tm_target_PAM,Tm_target_3p_context,MFE_spacer,MFE_sgRNA
2.3426072302389267,1.6848885358509913,-0.022040008390322424,0.32490345872690235,0.3018977264178285,-0.7896862057149402,0.12619651771926677,1.7381305958802504,-1.4682037749513985,0.514431472875178,2.4083041390391684,1.581187708036354,0.701094889478447,0.6667728739905485,5.822124718206625,11.304766139570624
1.9726065336242327,1.220208043515682,0.11124277639885806,0.39413626067402446,0.3606275415423644,-0.6700893976862229,0.0724085767110803,1.9898910719634342,-2.8765557743534447,0.4227282153367996,1.7127054897621272,1.4619652299154555,0.7573416772422692,0.566829224669064,4.742479034405203,11.468902325021107
2.7006899050225814,1.7186623743275797,-0.009247648229202276,0.6819326933982477,0.6132438353399425,-0.8733891590274868,0.13303779085477174,1.786415911690642,-2.7043688648343083,0.9339531836832566,1.1423201924438273,1.5388111408861982,0.7862904628415907,1.084778057903052,5.510785683239499,11.545602791418633
2.0573255189489568,1.3395446264150865,0.06452210878425563,0.20643126902232603,0.34249320388088644,-0.810779544103269,0.1714531937713426,1.00094077537364,-2.1081037520170214,-0.05631606123223935,1.4171074407945072,1.129355028461976,0.8586498548413317,0.8091293915001057,6.192109843883043,12.285622493649521
1.5157810009444752,1.1397107202472787,0.08500725320974988,0.43121770559499717,0.20546093442368657,-0.782125726482521,0.08568441749985063,1.60396916771556,-2.706244610949108,0.5366292092767537,2.588365683633833,1.5998342136119803,0.6551998666425545,0.924107192749778,5.947287599804503,12.070924464002251
2.742352402959019,1.8808366007894903,0.05345444129407421,0.6081797625770177,0.5883490856007361,-0.9337076723314816,0.14488650808359196,1.7458902415484185,-2.7521413335502145,0.6472782130843645,1.395765475453343,1.5941490704218544,0.746285738211746,0.8410261103990487,5.137671487980834,12.149242218436987
2.449271962413254,1.9631502720486997,-0.03809343915681029,0.36846883942931813,0.6457229664213955,-0.763009385060519,0.16395610467313487,1.8071934982631357,-2.4340788319654134,0.6889696549726653,1.296881264649331,1.2992867872379716,0.6834069288522004,1.0721997785121204,5.304813149723845,12.193858963518716
2.4530869947581864,1.4301459313705565,-0.005394077966610844,0.379507890759657,0.5268147854184111,-0.7871406335023535,0.16624178452789765,1.466710377908001,-3.186929044326146,1.249005485935758,1.8558954656521476,1.2361328017519164,0.7281177338731164,0.9761222513367724,6.078080165809641,12.0044741974175
1.6498168444906658,1.1999707226784282,0.06226908717056077,0.34049209825011595,0.28926209864020397,-0.8770393582352742,0.09355723583294798,1.4926921167299154,-2.7619225635236746,0.7920528929879261,2.57069363814344,1.7460924768603097,0.6899988257661461,0.9876987993391234,6.022968841105699,11.602205335689087
2.05458843261314,1.4307868761302278,0.06379864099125078,0.4513659429053469,0.36259407024085416,-1.01716872790642,0.11541558803742097,1.0464338764393086,-1.3127259345312285,0.7941865329258141,1.6519705501093216,1.19613078110603,0.8810370200388131,0.5405256593693049,5.894866868361831,12.455125168512575
1.789117532650009,1.2032486483901734,0.08253039676944382,0.1705206796253714,0.39899007879197634,-0.6253890060633415,0.08007418378194155,1.2959035329371695,-2.8839627348848924,0.7760550376344479,2.6642959965591624,1.5748436722600212,0.6029995826923599,0.9403604428457715,5.785876102087398,11.690326330125952
2.468135363862227,1.6719723541717983,-0.0876541164517405,0.42078779534995614,0.6464448784235862,-0.5582284572472176,0.1760443670302627,1.8850370609493299,-2.5191127082658933,1.3197111254632479,1.8691639575002092,1.4975173083494109,0.5106620029192418,1.2697182702819512,5.490462546105187,11.509775486794611
2.2725169617161156,1.3995313685809572,0.08324847937623622,0.3537698470167808,0.34333916896395344,-0.7318536067704355,0.1411835375043249,1.1353941652737554,-1.2560435375197172,0.7668288589517283,1.4967617370298447,1.1491284866662075,0.781064828459174,0.4458455577244368,5.931164762005212,12.297050730365019
1.8640516474585362,1.2609334025035304,0.11204705670538011,0.1614919237655893,0.2770363760975506,-0.7083577694011228,0.10790378553606625,1.5254360327944168,-2.900269735132655,0.5264663073855141,2.4215648444530866,1.7254098782523835,0.6528700917822619,0.789554570118586,5.9604228359386315,11.769229227945207
2.3689043199593813,1.8890938928049683,0.07723582901060594,0.5445488006472586,0.6141449303003028,-0.871490520079931,0.16296657939006945,1.7389915642266476,-2.774657037481665,0.9999663264527913,1.9685544840463742,1.5571952491930376,0.5956932511357587,0.9545084768260522,5.40595210210296,12.338828986701555
2.1551373809228336,1.4268918559700252,0.020870114376147223,0.4788688910479342,0.258368090848128,-0.8630316638660934,0.05595109418345026,0.9915146929497515,-1.2382799629569046,0.733744547620416,1.7245398819639033,1.1876492331394308,0.7722181174308057,0.5616854719693476,5.9913608455204725,12.351442754223942
1.7739568857302268,1.1778288678874567,0.08766593164205502,0.27746373232950755,0.31268676849020033,-0.682441865344842,0.050827075362206146,1.478600179441894,-2.857881085490187,0.6612615553388985,2.727388706984619,1.8881251834531625,0.512503528216233,1.07502242502446,5.714176024949799,11.348606562187276
2.5107162028414507,1.7079624337119366,0.0061656509637829275,0.6524445730211829,0.5486876417128369,-0.9638812604472042,0.11676658652101933,1.7994314862253764,-2.6102821690626445,1.6248609896091122,1.696552930742503,1.5356565494077898,0.6258369420866168,1.143506575373623,5.254437869764865,11.92157423276392
2.835847263583602,1.640233601937692,0.009350197911262015,0.3725151725560433,0.5022841267759601,-0.7464053546562789,0.16919439961140348,1.5152580371840547,-2.319834390208124,1.0132512476257973,1.1661434630875784,1.6314274791690209,0.6248605346083645,0.9451751035625734,5.218021316797161,11.9592634121549
2.558075614211461,1.6889663234353063,-0.00810014343758425,0.7177398371298129,0.5714875589556371,-0.9337239223324377,0.13298965949813452,1.6788801285079098,-2.822486555164059,0.8396744414161275,1.3401329035675151,1.54942975814268,0.7448305694262196,1.1787906249426305,5.433085426867009,11.86681338653465
2.7444749672288693,1.6160649009644994,-0.03788325709352828,0.4427189428135752,0.3696738878240185,-0.6613375058683258,0.09165215995907712,2.2655842784245808,-4.435853442206357,0.3896590962534151,-0.12797628922139545,1.1323360869127006,0.7602379352053005,0.9332294665512941,7.446215861002602,11.749382456056152
1.7041055643235645,1.2040648385869963,0.0016590239554648298,0.2905264179942508,-4.664073398227492,-0.5741505055241286,0.09211964726696392,0.6187889254738884,-2.3327949357266378,0.2855463859140875,2.513486644140212,2.3976918675287937,0.4732925364474455,0.9802228924011189,5.1973525998294345,11.179874274065098
2.6172953918327884,1.652806884695175,-0.014095358540614751,0.6391108597889549,0.5297513784570623,-0.7651579617125291,0.23740575658529994,1.515334237407563,-2.3618074016546213,0.40121984828729157,1.5524098189771176,0.8791963230222465,0.8510657404089969,0.7725459501971492,4.861658192689997,11.970397220790383
2.4685959829129263,1.9170531123513352,-0.06753841991225898,0.4432466240686677,0.2035542153250427,-0.5631859655429918,0.11277966291457465,1.3760609113567817,-2.387188421589633,0.459820621126642,1.4812835645119975,1.1034264993295075,0.7247574523123915,0.5654272924438117,5.262727956809569,11.733230801358818
3.360925308868289,1.4225508054941893,-0.01591697966183254,0.4632809557716056,2.8610986948907366,-0.8318498620452976,0.04538651728630096,1.6324091770357143,-2.750880793806786,1.0090267210611878,0.11636207655850275,-3.1858034178068237,0.6535398042400682,1.0558544569611543,5.2871585640609275,11.710177438994247
3.454521205567754,1.6045934596943363,-0.03631230908135539,0.5257358493885647,2.8268077701355034,-0.760579891166961,0.1492788440426812,1.7044292878353346,-2.6439763181755933,0.8926302171216034,0.3845968609172851,-2.163768971350044,0.6915662390515217,0.9513436342139413,5.145530588286619,11.501232998979589
2.268936015894015,2.1763805165737864,-0.09017360611756592,0.4852876581326125,0.388181985453702,-0.7762241145322719,0.10423808023333567,1.2383080227651315,-2.1230528213627005,0.13602081428344145,2.151654468514026,1.8044730845441417,0.6071277775416777,1.018354143906385,5.66338531038165,11.856105725440818
2.846573519649605,1.515844566932569,0.05282393908003898,0.24617202823360748,3.0053876623983182,-0.931158068711559,0.06416435635617539,2.0968318547879656,-2.801475112205991,0.678737381195029,1.2251062487810855,-0.5320949155194675,0.5035595209536454,1.3648164660880961,4.7848051343162865,11.54257821808631
3.234816348680606,1.491236406212052,0.013876681715250487,0.43461156839132314,2.5499941505063317,-0.7779522679398458,0.09686971758616506,1.839856990627324,-2.689330569325635,0.7874161741721134,0.18367633228066088,-2.7297969289297868,0.5649969138589997,1.105334310931464,5.025062412803374,12.169043743421634
2.557254592937728,2.138172046728433,-0.034740062531083936,0.2917994814999399,0.2523061795563744,-0.8167753874659537,0.11060868758708171,1.5952977749096853,-2.259626114804298,0.2002011530684926,1.7903757967958223,2.1702390682374437,0.6823647489013773,0.834230979551872,5.693724506106229,11.70356961057304
3.417184100679432,1.4459140461695699,0.07791219806671143,0.4052731497498848,2.8249211272968275,-0.8566483211168088,0.07065000002412086,1.5322145199328665,-2.6449861995292205,0.9204407523831671,0.35146020169059405,-2.1801000168559446,0.8346690106168393,1.3068466545442727,4.897557314338783,11.824320927469682
1.3952823537550876,1.4683370169218202,0.06985351447512672,0.7012165906879432,-4.0472898850229875,-0.8204926066398621,0.11321753025799973,0.5030213705459413,-0.26861259274091476,0.7875133090031636,2.588667892638593,6.3301542847765,0.6218905992979806,0.6807014210248991,5.30878566055,11.325179606271286
1.7829106656300522,1.5583854741025718,-0.03735153071830736,0.6877954566230372,-4.221789476496866,-0.680375737471506,0.14397567996258603,0.6551535909877474,-1.4660058752968907,0.4540097258269277,2.807724964710573,5.502133042015133,0.5558447291669437,0.47782024269465745,4.817774780611527,11.083254714557901
2.607445355857722,1.7678804682704314,-0.056512793190777386,0.5640029895839592,0.3107674704566599,-0.8503118453174827,0.10155924482146865,1.129532434217632,-2.4632571201870834,0.17510687687992998,1.7822037021617088,0.709250396185555,0.6740086959302419,0.9054884501633542,5.442791520237924,11.921615880131723
